shop_id,店铺名,店铺链接,总评分,评论数,人均价格,口味评分,环境评分,服务评分,分类,区域,详细地址,纬度,经度,营业时间,是否连锁,有无团购套餐,推荐菜,主营品类
G4uIzBu2cVHZftAm,沪上阿姨·精选茶饮(怀柔雁栖店),https://www.dianping.com/shop/G4uIzBu2cVHZftAm,3.6,9,15,3.6,3.6,3.6,茶饮果汁,雁栖开发区,北京市朝阳区双井街道东柏街10号院-2号楼,39.90024589,116.4732087,09:30-20:30,连锁,有团购,"轻芝爆汁葡萄冻, 夏梦蜜桃, 粉心芭乐桃",其他
k2Xtx9u2HdwwOcpV,牛茶·燕窝饮品(五棵松华熙LIVE店),https://www.dianping.com/shop/l1EurxmykXQmeKsr,4.4,175,29,4.4,4.5,4.5,茶饮果汁,五棵松,复兴路华熙LIVE-b1152,39.91719482,116.2838457,10:00-22:00,连锁,有团购,"燕窝桃胶奶茶, 燕窝桃胶银耳汤, 燕窝阿胶女神茶（含10克鲜炖燕窝）",奶茶
k2Xtx9u2HdwwOcpV,原始鲜屿(西直门店),https://www.dianping.com/shop/H3mQLwmioDoA9E6V,3.8,36,18,3.8,3.8,3.8,茶饮果汁,北下关,西直门北大街天兆家园41号,39.95875352,116.3595058,08:00-24:00,连锁,有团购,"白桃生榨黄皮, 冰摇黄杏, 莲雾桃桃",其他
k2Xtx9u2HdwwOcpV,Yes Lemon就是柠·手打柠檬茶(中关村大融城店),https://www.dianping.com/shop/l1StpgwvuYuvJyZG,3.7,145,19,3.7,3.7,3.7,茶饮果汁,中关村,北京市中关村大街15号西区A地块LG2层10B室,39.9880952,116.318113,10:00-22:00,连锁,有团购,"泰式凉凉霸王杯, 元气芭乐柠, 鸭屎香手打柠檬茶",其他
k2Xtx9u2HdwwOcpV,爆蔗·首创甘蔗茶(辉煌国际店),https://www.dianping.com/shop/H7IJgvAbzEb6Fmxk,3.8,303,16,3.8,3.8,3.8,茶饮果汁,上地,上地十街1号院6号楼地下一层B19号,40.059727,116.30928,09:30-21:00,连锁,有团购,"海南莲雾与桃, 岭南甘蔗油柑王, 闽南芭乐王",其他
k2Xtx9u2HdwwOcpV,山茶赋新中式鲜奶茶(五棵松店),https://www.dianping.com/shop/H7AK3KfsiQKTFOAs,3.6,7,21,3.6,3.6,3.6,茶饮果汁,五棵松,北京市东城区交道口街道南锣鼓巷86号,39.94180709,116.409564,暂无,连锁,有团购,"芭乐柠柠, 翠芽观音, 山野小黄杏",纯茶
k2Xtx9u2HdwwOcpV,奈喜乐·分子果汁(望京店),https://www.dianping.com/shop/l2HWSNdH3e1C5NR1,3.5,9,21,3.5,3.5,3.5,茶饮果汁,望京,酒仙桥路10号院36号楼1层,40.6693868,116.6904207,18,连锁,有团购,"满分西瓜水蜜桃味, 鲜萃西瓜, 多汁葡萄冰柠茶",果茶
k2Xtx9u2HdwwOcpV,蜜雪冰城(衙门村店),https://www.dianping.com/shop/H6wk5TlGmBh9t5vK,3.6,10,8,3.6,3.6,3.6,茶饮果汁,顺义区,新顺北大街西单车站旁,39.91568031,116.3809683,11:00-19:00,连锁,有团购,"椰椰拿铁, 葡萄冰美式, 山楂酸奶",风味牛奶
H3tJ2vAdcS0lPmQV,奈喜乐·分子果汁(十里河店),https://www.dianping.com/shop/H3tJ2vAdcS0lPmQV,3.6,6,16,3.6,3.6,3.6,茶饮果汁,十里河,酒仙桥路10号院36号楼1层,40.6693868,116.6904207,18,连锁,有团购,"泰凉手打深萃柠檬茶, 多汁葡萄冰柠茶, 闽南芭乐柠檬茶",果茶
G2mNcC92roRm6ta6,茶百道(庞各庄店),https://www.dianping.com/shop/G2mNcC92roRm6ta6,3.8,24,17,3.7,3.8,3.8,茶饮果汁,庞各庄,博兴八路与兴海路交叉口西北角龙湖北京亦庄天街5层21室,40.03244773,116.4444653,10:00-22:00,连锁,无团购,"杨枝甘露, 青提茉莉, 竹香芒打椰",其他
l63I8HxNELB3RQYa,茶梦令(朝阳长楹天街店),https://www.dianping.com/shop/l63I8HxNELB3RQYa,4.4,186,14,4.4,4.3,4.4,茶饮果汁,常营,朝阳北路长楹天街购物中心西区B2层,39.93082649,116.6060742,10:00-22:00,连锁,有团购,"蜜桃乌龙奶沫, 白兰龙井奶沫, 白兰龙井雪顶",纯茶
k2Xtx9u2HdwwOcpV,京东健康之业堂茶饮药膳店,https://www.dianping.com/shop/l5rCfLIhkIl8RDAo,3.9,57,27,3.9,3.9,3.9,茶饮果汁,亦庄,北京市密云区光明街长安小区13号楼4单元13-8号,40.37782603,116.849956,09:00-20:00,非连锁,有团购,"春漾元气茶, 春季时令菜团子, 豆乳黑芝麻布丁",纯茶
FQ7mrESkaiQcsbZV,LINLEE林里·手打柠檬茶(海淀嘻三里美食商业街店),https://www.dianping.com/shop/FQ7mrESkaiQcsbZV,4.2,162,18,4.2,4.2,4.2,茶饮果汁,西三旗,八里庄路62号院1号楼-1层-101(C08)商铺,39.934458,116.283684,09:00-23:30,连锁,有团购,"招牌手打柠檬茶霸王杯, 西瓜海底椰, 白葡萄冰柠茶",果茶
l90aQX5TtwR4Iegk,茶店长·手作黑糖珍珠奶茶(平谷万达店),https://www.dianping.com/shop/l90aQX5TtwR4Iegk,4.1,58,10,4.1,4.2,4.2,茶饮果汁,平谷城区,北京市平谷区兴谷街道谷丰东路31号院万达广场F3,40.16520587,117.1269158,10:00-22:00,连锁,有团购,"黑糖珍珠牛奶, 茉莉黑糖珍珠奶茶, 经典黑糖珍珠奶茶",奶茶
k2Xtx9u2HdwwOcpV,甄果初酸奶水果捞(新辰天地大兴南区店),https://www.dianping.com/shop/l93LshGjlKyrr1Rn,3.6,46,20,3.6,3.7,3.7,茶饮果汁,黄村,瑞宝街道东晓南路1297号南州花园5期南门（南洲地铁站D口步行390米）,40.149274,117.1254,10:00-21:00,连锁,有团购,"青提拉丝酸奶水果捞, 霸气绿钻葡萄, 海红山楂酸奶昔",风味牛奶
FExAGBb7qkm6JZve,CHAGEE霸王茶姬(通州苏宁百货店),https://www.dianping.com/shop/FExAGBb7qkm6JZve,4.4,607,18,4.4,4.3,4.3,茶饮果汁,通州北苑,新华西街58号院1号楼1层107-1016、1013,39.913366,116.653351,10:00-21:30,连锁,有团购,"伯牙绝弦, 桂馥兰香, 花田乌龙",纯茶
k2Xtx9u2HdwwOcpV,风亭叙新中式茶饮(合生广场店),https://www.dianping.com/shop/l9QUrsNOSQhNDkRk,3.6,23,15,3.6,3.7,3.7,茶饮果汁,洋桥/木樨园,永外路果园8号,39.89379408,116.6609086,09:00-22:30,连锁,有团购,"人参马蹄茉莉, 洛神山楂乌梅茶, 十里桃花",果茶
F9YOpKzPxGSbefKn,CHAGEE霸王茶姬(长辛店老镇店),https://www.dianping.com/shop/F9YOpKzPxGSbefKn,4.2,113,18,4.1,4.1,4.2,茶饮果汁,云岗,北京市长辛店街道长辛店大街135号长辛店老镇DK6-1房屋,39.82831391,116.2140228,11:00-20:00,连锁,有团购,"玫瑰丛中, 桂馥兰香, 万里木兰",其他
k2Xtx9u2HdwwOcpV,长春堂顺时而饮(北京八中店),https://www.dianping.com/shop/H5xEJVSk3kdWLp3O,4.2,182,23,4.2,4.2,4.4,茶饮果汁,金融街,五四大街28号,39.930463,116.411651,08:00-20:00,连锁,有团购,"杏仁豆腐桂花茶, 驴打滚奶茶, 黑豆芝麻老盐茶",奶茶
la6Lq2qefmh36Oyu,爷爷不泡茶 NOYEYENOTEA(北京西单大悦城店),https://www.dianping.com/shop/la6Lq2qefmh36Oyu,4.1,668,18,4.1,4.2,4.1,茶饮果汁,西单,拱辰北大街龙湖北京房山天街B1-20b号,39.73748984,116.149923,10:00-22:00,连锁,有团购,"荔枝冰酿, 咸宁桂花, 空山栀子",其他
H4veyE6mlEB5qL5z,爷爷不泡茶 NOYEYENOTEA(北京蓝色港湾店),https://www.dianping.com/shop/H4veyE6mlEB5qL5z,3.7,84,19,3.7,3.7,3.7,茶饮果汁,蓝色港湾,公园路6号SOLANA蓝色港湾G,39.95469152,116.4832068,10:00-21:30,连锁,有团购,"荔枝冰酿, 空山栀子, 白兰玉露",其他
H52aaUzmkxZRcKYa,茶百道(石景山财富中心店),https://www.dianping.com/shop/H52aaUzmkxZRcKYa,3.9,71,18,3.9,3.9,3.9,茶饮果汁,古城/八角,远大路世纪金源购物中心东区5层5436号,39.96538415,116.2958378,10:00-23:30,连锁,有团购,"洛神梅子柠檬茶, 招牌芋圆, 葡萄冻冻",果茶
lai4yp7ZhcJcN4wX,沪上阿姨·精选茶饮(石景山和美汇店),https://www.dianping.com/shop/lai4yp7ZhcJcN4wX,3.8,30,17,3.8,3.8,3.7,茶饮果汁,五里坨,北京市石景山区石门路青山公园东北侧约50米石景山和美汇F2,39.9620936,116.1316334,10:00-22:00,连锁,有团购,"草莓牛乳奶冻, 厚芋芝芝真牛乳, 大红袍鲜柠茶",风味牛奶
k2Xtx9u2HdwwOcpV,七天牧场鲜奶吧(常营店),https://www.dianping.com/shop/l8QVNVPJGtRd1RRs,3.7,25,11,3.8,3.8,3.7,酸奶鲜奶,常营,常营长楹星座1栋3层C317（在商场的后面）,39.929884,116.602597,07:00-18:00,连锁,有团购,"巴氏鲜牛奶, 希腊冷萃酸奶, 七天牧场奶皮子酸奶",风味牛奶
k2Xtx9u2HdwwOcpV,奈喜乐·分子果汁(广安门店),https://www.dianping.com/shop/l8JEjc4uhNItcPSu,3.6,15,24,3.6,3.6,3.6,茶饮果汁,广外大街,北京市广安门外大街305号八区15、16、17号楼1层101-8,39.90030339,116.3430254,10:00-24:00,连锁,有团购,"鲜萃西瓜汁, 爆汁大橘茉莉, 牛油果羽衣甘蓝草莓酸奶",风味牛奶
G1sdihtxdPn9bSPd,茶话弄(北京新城国际2期店),https://www.dianping.com/shop/G1sdihtxdPn9bSPd,4.0,105,16,4.0,4.0,4.0,茶饮果汁,朝外大街,崇文门外大街国瑞城购物中心G层宝食港超级美食街区FC-17号商铺,39.90440629,116.4263162,,连锁,有团购,"桂花引, 梅占摇红, 南山烟雨",其他
k2Xtx9u2HdwwOcpV,鹿野制菓·铜锣烧(大族广场店),https://www.dianping.com/shop/H44ohQ7eiRncFJoj,3.9,95,17,3.9,4.0,3.9,茶饮果汁,亦庄,合生麒麟社b1层喜家德对面,40.003069,116.48409,10:00-22:00,连锁,有团购,"牛乳巧克力, 朗姆葡萄, 海盐芝士",风味牛奶
k2Xtx9u2HdwwOcpV,NIBU yogurt 宁布酸奶·蒙古族酸奶碗,https://www.dianping.com/shop/G5WghKmcgFsR4Ywm,4.0,1063,28,4.0,3.9,4.1,酸奶鲜奶,大望路,万达广场4FJY-BX-402,39.91207909,116.231898,09:00-23:00,非连锁,有团购,"炒米奶皮子糖葫芦, 双奶皮拍扁山楂糖葫芦, mini奶皮子糖葫芦",其他
k2Xtx9u2HdwwOcpV,Yes Lemon就是柠·手打柠檬茶(华堂·新辰汇店),https://www.dianping.com/shop/l6AGY0IOKyH7sAFT,3.7,47,15,3.7,3.7,3.7,茶饮果汁,亚运村,北四环东路108号华堂新辰汇二层,39.994159,116.427255,10:00-21:30,连锁,有团购,"泰式凉凉柠檬茶, 超级桃桃柠檬茶, 橙香龙井霸王杯",果茶
l6AaIKLXIh8mhc0T,奈雪的茶(北京亦庄龙玥城店),https://www.dianping.com/shop/l6AaIKLXIh8mhc0T,4.2,532,19,4.3,4.3,4.2,茶饮果汁,亦庄,北京市大兴区科创五街38号龙玥城,39.80882538,116.5389861,09:00-22:00,连锁,有团购,"茉莉初雪奶茶, 霸气杨枝甘露, 不加糖黑葡萄花青素杯",奶茶
G20wwAoSm8xicVxb,CHAGEE霸王茶姬(北京石景山万达店),https://www.dianping.com/shop/G20wwAoSm8xicVxb,4.1,721,19,4.2,4.2,4.1,茶饮果汁,鲁谷,石景山路乙18号万达广场F3层,39.91207909,116.231898,10:00-22:00,连锁,有团购,"伯牙绝茶, 花田乌龙, 桂馥兰香",纯茶
k2Xtx9u2HdwwOcpV,奈喜乐(北苑上品店),https://www.dianping.com/shop/l6VmMpDYl5UEVkb4,3.5,4,21,3.5,3.5,3.5,茶饮果汁,北苑家园,北苑路甲13号院上品+2号楼1层詹记桃酥隔壁,39.90691945,116.2871419,,非连锁,无团购,"泰凉手打深萃柠檬茶, 闽南芭乐柠檬茶, 多汁葡萄冰柠茶",果茶
k2Xtx9u2HdwwOcpV,山茶赋新中式鲜奶茶(双井店),https://www.dianping.com/shop/FaILJTTYyT3qy8nN,3.6,2,21,3.6,3.6,3.6,茶饮果汁,双井,北京市东城区交道口街道南锣鼓巷86号,39.94180709,116.409564,暂无,连锁,有团购,"暴打香柠玫瑰, 杨梅冰柠茶, 老北京冰糖葫芦吨吨桶",果茶
H4GcnvWD05RwUaFr,甜啦啦鲜果茶(东三旗中心街店),https://www.dianping.com/shop/H4GcnvWD05RwUaFr,3.5,8,9,3.5,3.5,3.5,茶饮果汁,北七家,东三旗村立汤路王婆大虾旁,40.09514696,116.4215035,10:00-24:00,连锁,有团购,"西瓜马蹄水, 西瓜椰椰爽, 西瓜爽爽桶",其他
k2Xtx9u2HdwwOcpV,Yes Lemon就是柠·手打柠檬茶(北京朝阳合生汇店),https://www.dianping.com/shop/l73FGdWP8K8g935M,4.0,3614,19,4.0,4.0,4.0,茶饮果汁,九龙山,北京市朝阳区西大望路21号北京朝阳合生汇B1,39.8993199,116.4858938,,非连锁,无团购,"泰式凉凉霸王杯, 鸭屎香手打柠檬茶, 泰式凉凉柠檬茶",果茶
k2Xtx9u2HdwwOcpV,蜜雪冰城(太阳宫店),https://www.dianping.com/shop/FzD7EdbUs2BwI6eR,3.5,43,8,3.5,3.5,3.5,茶饮果汁,太阳宫,雍和宫大街60号（北新桥地铁站B东北口步行220米),39.94758477,116.4285983,,非连锁,无团购,"柠檬水, 蓝莓果粒茶, 四季春轻乳茶",果茶
H6TONrfUQDPMhyjp,CHAGEE霸王茶姬(北京竞园国际影像产业基地店),https://www.dianping.com/shop/H6TONrfUQDPMhyjp,4.0,551,19,4.0,4.0,4.0,茶饮果汁,百子湾,兴华大街37号大兴新辰天地铺位1F-031,39.69470209,116.325527,10:30-19:30,连锁,有团购,"伯牙绝弦, 桂馥兰香, 花田乌龙",纯茶
k2Xtx9u2HdwwOcpV,Juice Market(王府井APM店),https://www.dianping.com/shop/l7paOlepRLTYjfoU,4.4,337,26,4.5,4.6,4.5,茶饮果汁,王府井/东单,北京市东城区王府井大街138号北京APM商场B1层,39.92127027,116.4178285,10:00-22:00,连锁,有团购,"小橙杯, 百香果黄玉蔗, 羽衣甘蓝",果茶
H4KOg6HrAJfqhflk,喜茶(北京龙玥城店),https://www.dianping.com/shop/H4KOg6HrAJfqhflk,3.8,405,18,3.8,3.8,3.8,茶饮果汁,亦庄,北京市大兴区荣华街道经海二路龙玥城科创五街38号一层C0021号,39.80136129,116.5782586,10:00-20:00,连锁,有团购,"多肉葡萄(首创), 烤黑糖波波真乳茶, 芒芒甘露",奶茶
k9LJX8UTwcfnjibS,蜜雪冰城(龙玥城店),https://www.dianping.com/shop/k9LJX8UTwcfnjibS,3.8,48,12,3.7,3.7,3.8,茶饮果汁,亦庄,科创五街38号院1号楼三层F3-DJ-0006b,39.90466,116.4133837,09:30-21:30,连锁,有团购,"椰椰拿铁, 冰鲜柠檬汁, 葡萄冰美式",果茶
G68fMim3A9hdneSs,CHAGEE霸王茶姬(华堂新辰汇店),https://www.dianping.com/shop/G68fMim3A9hdneSs,3.7,211,19,3.7,3.7,3.7,茶饮果汁,亚运村,建国路93号院A座01层01东区百货内L01F023,40.10473917,116.227384,10:00-22:00,连锁,有团购,"花田乌龙, 青青糯山, 桂馥兰香",纯茶
k2Xtx9u2HdwwOcpV,甜啦啦鲜果茶(永乐店),https://www.dianping.com/shop/k9641bCWEOYe7UpP,3.7,6,9,3.6,3.7,3.7,茶饮果汁,通州区,北京市永乐店镇永一村543-1号,39.71612169,116.795186,09:30-22:00,连锁,有团购,"西瓜椰椰爽, 桃桃圣代, 芒芒圣代",甜品/小吃
k2Xtx9u2HdwwOcpV,茶救星球·蔬果茶(新奥购物中心店),https://www.dianping.com/shop/G5eUwpabaQHKdVLN,4.1,347,19,4.1,4.2,4.1,茶饮果汁,鸟巢/水立方,东三环中路7号财富购物中心2层208号店铺,39.92333177,116.4655388,10:00-22:00,连锁,有团购,"苦瓜柠檬茶, 斑斓薄荷柠檬茶, 葡萄柠檬茶",果茶
k2Xtx9u2HdwwOcpV,吴裕泰(奶茶·冰淇淋·牛街店),https://www.dianping.com/shop/G9ffke3Bej7Y53zx,3.8,94,15,3.8,3.8,3.8,茶饮果汁,牛街,吐列毛杜大街南5号,39.902882,116.4133837,08:30-20:30,连锁,有团购,"花茶冰淇淋, 抹茶口味冰淇淋, 茉莉醇奶茶",甜品/小吃
k2Xtx9u2HdwwOcpV,神农茶堂,https://www.dianping.com/shop/G9EmBjJhIQ1h9lRI,3.8,16,18,3.8,3.8,3.8,茶饮果汁,中关村,北京市丰台区石榴庄街道宋庄路26号院11号楼万科红商业,39.85227365,116.4362088,10:00-22:00,非连锁,有团购,"茉莉绿茶, 纯桂花饮, 冰荔枝乌龙",纯茶
k2Xtx9u2HdwwOcpV,雀喜黑糖珍珠奶茶铺,https://www.dianping.com/shop/k2EbesuA7KUILydy,3.8,10,9,3.7,3.8,3.8,茶饮果汁,顺义城区,南宁市西乡塘区园艺路启明星幼儿园北侧约110米,39.856263,116.3047816,10:00-22:00,非连锁,有团购,"黑糖珍珠奶绿, 黑糖珍珠牛奶, 黑糖珍珠抹茶",奶茶
G97fH4s5jb9uopd9,CHAGEE霸王茶姬(北京双桥万达店),https://www.dianping.com/shop/G97fH4s5jb9uopd9,4.1,349,18,4.1,4.1,4.0,茶饮果汁,双桥,乐业路10号院1号楼1层101-1035,40.6693868,116.6904207,10:00-22:00,连锁,有团购,"山野栀子, 春日桃桃, 万里木兰",其他
k2ZIRNKsDWjprIv8,CHAGEE霸王茶姬(电子城IT产业园店),https://www.dianping.com/shop/k2ZIRNKsDWjprIv8,4.1,223,19,4.0,4.1,4.1,茶饮果汁,798/大山子,三里屯一号场T+MALL（L1-21）,39.94326189,116.453636,10:30-18:30,连锁,有团购,"伯牙绝弦, 晴山栖谷, 桂馥兰香",其他
k2Xtx9u2HdwwOcpV,高大泡·新中式养生茶饮,https://www.dianping.com/shop/k32Hy4eu3UZfrGk9,3.9,143,16,3.9,3.9,3.9,茶饮果汁,地安门,望京西园二区京电底商综合楼1(1层008)室（张一元茶庄）,40.00974988,116.4798012,11:00-20:00,非连锁,有团购,"古法秘制酸梅汁, 秘制杏皮水, 京华陈韵",其他
k2Xtx9u2HdwwOcpV,咖咔芝茶(丰科万达店),https://www.dianping.com/shop/G8Z0z2EB689doCRu,3.7,27,10,3.7,3.7,3.7,茶饮果汁,世界公园,丰科路万达金街一层900857号,39.91120583,116.6476917,10:00-22:00,连锁,有团购,"白桃乌龙冻柠茶, 芋泥麻薯奶茶, 【新品尝鲜】香橙山茶花",果茶
k3gRttiK8p02WwmC,LINLEE林里·手打柠檬茶(海淀大悦城店),https://www.dianping.com/shop/k3gRttiK8p02WwmC,3.9,464,19,3.9,3.9,3.9,茶饮果汁,西北旺,民族大学西路魏公村佳苑一层105,39.96369458,116.3299952,10:00-22:00,连锁,有团购,"招牌手打柠檬茶霸王杯, 清新手打柠檬茶, 热桃桃乌龙手打柠檬茶",果茶
k2Xtx9u2HdwwOcpV,茶百道(东方新天地店),https://www.dianping.com/shop/H2ewIW9MZFpzfa3l,3.8,74,16,3.8,3.8,3.8,茶饮果汁,王府井/东单,东长安街东方广场东方新天地一层,39.91571061,116.420954,10:00-22:00,连锁,有团购,"草莓奶冻, 蜀实耙耙柑, 奥利奥奶茶",奶茶
k46ywMUQurUQZqGR,想巷奶茶,https://www.dianping.com/shop/k46ywMUQurUQZqGR,3.5,29,19,3.5,3.5,3.5,茶饮果汁,顺义城区,五江碧桂园三楼万达影城旁,39.830275,116.191243,10:00-22:00,非连锁,无团购,"想巷奶茶, 盐盐海芋恋, 奥利奥芋头风暴",奶茶
G9glyUOEBTvP9qJt,LINLEE林里·手打柠檬茶(平谷万达广场店),https://www.dianping.com/shop/G9glyUOEBTvP9qJt,3.7,145,17,3.7,3.7,3.7,茶饮果汁,平谷城区,平谷镇新平北路56号楼,40.15112881,117.1161073,10:00-22:00,连锁,有团购,"招牌手打柠檬茶, 特浓手打柠檬茶, 白葡萄冰柠茶",果茶
k1DPJvxgmxaLHF4f,爷爷不泡茶 NOYEYENOTEA(北京五棵松华熙店),https://www.dianping.com/shop/k1DPJvxgmxaLHF4f,4.1,355,18,4.0,4.1,4.1,茶饮果汁,五棵松,复兴路69号华熙LIVE广场B1（近costa）,39.91604417,116.2858128,10:00-24:00,连锁,有团购,"荔枝冰酿, 咸宁桂花, 空山栀子",其他
k2Xtx9u2HdwwOcpV,Yee3·三号椰(北京新中关店),https://www.dianping.com/shop/HaT3Y6tF3Xa6ActY,4.0,281,20,4.0,4.0,4.0,茶饮果汁,中关村,中关村大街19号新中关购物中心B1-119,39.90061101,116.2396997,10:00-22:00,连锁,有团购,"开心果椰子糖, 生椰抹茶, 奥利奥风暴椰子糖",奶茶
GaslhFcTTCPEl8q0,茶百道(辉煌国际店),https://www.dianping.com/shop/GaslhFcTTCPEl8q0,4.0,410,15,4.0,4.1,4.0,茶饮果汁,上地,安河家园九里13号楼1层101号-8,39.797548,116.136764,10:00-21:30,连锁,有团购,"草莓奶冻, 蜀实耙耙柑, 鲜紫苏多肉葡萄",果茶
k2Xtx9u2HdwwOcpV,长春堂顺时而饮(学院路店),https://www.dianping.com/shop/HafNHyKtZtweTZTI,4.2,261,22,4.2,4.3,4.3,茶饮果汁,五道口,五四大街28号,39.930463,116.411651,09:00-21:00,连锁,有团购,"杏仁豆腐桂花茶, 老北京芸豆卷牛乳茶, 驴打滚奶茶",奶茶
k2Xtx9u2HdwwOcpV,元想空间(一方四季本草轻养茶),https://www.dianping.com/shop/HaeCtRKkszr9gDGE,3.9,28,19,3.9,3.9,3.9,茶饮果汁,鸟巢/水立方,北京市司水路长城源著2期龙湖长城源著-二期古北口镇司马台村二号院,40.66586318,117.2710367,10:00-19:00,非连锁,无团购,"胖大海秋梨茶, 陈皮洛神赋, 竹蔗茅根生椰水",奶茶
jMNGlYtXboZO0ohg,CHAGEE霸王茶姬(首联世纪生活广场店),https://www.dianping.com/shop/jMNGlYtXboZO0ohg,4.4,329,18,4.3,4.3,4.3,茶饮果汁,云岗,华联顺义金街购物中心一层内F1-46A霸王茶姬,40.13410233,116.6588882,09:00-21:00,连锁,有团购,"花田乌龙, 春日桃桃, 青青糯山",纯茶
HaTy9NUhZNVKIdGl,茶百道(传媒大学地铁A口店),https://www.dianping.com/shop/HaTy9NUhZNVKIdGl,4.1,130,16,4.1,4.1,4.1,茶饮果汁,传媒大学,三间房地区定福庄东街2号楼1层113室内06号(建国路店),39.92809531,116.5666018,10:00-24:00,连锁,有团购,"鲜奶茉莉奶绿, 草莓奶冻, 草莓爆柠",奶茶
k2Xtx9u2HdwwOcpV,榕树家食研中心(丽泽天地店),https://www.dianping.com/shop/HaP06xoYSllX4a3K,3.9,29,16,3.9,3.9,3.9,茶饮果汁,丽泽桥/丰管路,丰台北路17号院1号楼丽泽天地二层榕树家食研中心,39.85810568,116.3057482,10:30-21:00,连锁,有团购,"茉莉百合饮, 茯苓芡实苹果饮, 榕颜玫瑰",果茶
k2Xtx9u2HdwwOcpV,柠季手打柠檬茶(望京万象汇店),https://www.dianping.com/shop/k12H0yWLbxZJQ6h0,4.1,118,17,4.0,4.1,4.1,茶饮果汁,望京,凤凰环路曙光西里甲5号院凤凰汇购物中心负一层B101号,39.96740505,116.460439,10:00-22:00,连锁,有团购,"特浓手打柠檬茶, 茉莉手打柠檬茶（超 大杯）, 泰绿柠檬茶",果茶
H20n2JEakgbmIcVl,CHAGEE霸王茶姬(西铁营万达购物中心店),https://www.dianping.com/shop/H20n2JEakgbmIcVl,4.1,481,18,4.1,4.1,4.0,茶饮果汁,北京南站/开阳里,万通金融中心S001/S009铺位,39.92856209,116.361591,08:30-24:00,连锁,有团购,"伯牙绝弦, 桂馥兰香, 春日桃桃",其他
jekleEp5zUc54kZr,喜茶(北京首创奥莱店),https://www.dianping.com/shop/jekleEp5zUc54kZr,3.7,388,18,3.8,3.8,3.7,茶饮果汁,长阳镇,长兴大街首创奥特莱斯二期一楼东门,39.76907043,116.1953384,10:00-20:00,连锁,有团购,"烤黑糖波波牛乳(首创), 多肉葡萄(首创), 去火*纤体瓶(首创)",奶茶
k2Xtx9u2HdwwOcpV,有堂古·甘草水果(朝阳大悦城店),https://www.dianping.com/shop/jf55AH3gVKAgIKTL,4.4,430,32,4.5,4.5,4.4,茶饮果汁,朝阳大悦城,朝阳北路101号朝阳大悦城8楼06号,39.77044,116.524819,10:00-21:30,连锁,有团购,"潮汕水果·红芭乐, 潮汕水果·青芒果, 潮汕水果·凤梨",果茶
k2Xtx9u2HdwwOcpV,吴裕泰(八达岭长城店),https://www.dianping.com/shop/jfPbd3JWMfyEyUhm,3.6,16,12,3.6,3.6,3.6,茶饮果汁,八达岭,八达岭景区步行街入口50米,39.89970046,116.1270597,,连锁,无团购,抹茶冰淇淋,甜品/小吃
k2Xtx9u2HdwwOcpV,贡茶(食工坊美食城店),https://www.dianping.com/shop/jjW7usEXTRB8QmZ5,3.5,5,16,3.5,3.5,3.5,茶饮果汁,马驹桥,北京市东城区桃园东里20号华夏文化大厦一层,39.87805679,116.4140586,09:00-21:00,连锁,有团购,"草莓爆爆珠奶茶, 焦糖珍珠烤奶, 青柠鲜芒",奶茶
Ha4MzNKWymlqCNZB,CHAGEE霸王茶姬(北京首开LONG街店),https://www.dianping.com/shop/Ha4MzNKWymlqCNZB,4.1,247,18,4.1,4.1,4.0,茶饮果汁,回龙观,北京市大兴区永兴路7号院1号楼大兴龙湖天街1F-01b号,39.69182666,116.3274177,09:00-22:00,连锁,有团购,"伯牙绝弦, 春日桃桃, 晴山栖谷",其他
G9t8TKgp8z1aH4nU,蜜雪冰城(古城南路店),https://www.dianping.com/shop/G9t8TKgp8z1aH4nU,3.6,1,8,3.6,3.6,3.6,茶饮果汁,古城/八角,杨庄东街与晋元庄路交叉口东北角,39.933676,116.20438,10:30-20:00,连锁,有团购,"蓝莓果粒茶, 爽脆魔芋, 芋圆葡萄",果茶
k4PwDtdyP9OifV7O,书亦烧仙草(北京首都机场T2店),https://www.dianping.com/shop/k4PwDtdyP9OifV7O,3.7,97,12,3.8,3.7,3.7,茶饮果汁,首都机场,北京市朝阳区首都机场路北京首都国际机场T2航站楼F2,40.08592813,116.6005864,09:00-21:00,连锁,无团购,"橙漫山茶花, 柚子桃桃白月光, 柚子香柠白月光",果茶
k7lummrChemMQanX,爷爷不泡茶 NOYEYENOTEA(北京798艺术区店),https://www.dianping.com/shop/k7lummrChemMQanX,4.1,88,17,4.2,4.2,4.2,茶饮果汁,798/大山子,酒仙桥路2号院798艺术区七星西街313楼底商,39.99108806,116.502072,,连锁,有团购,"荔枝冰酿, 初恋玫瑰青提, 桃桃双皮奶",其他
k2Xtx9u2HdwwOcpV,柠饮肆·青檸奶茶(合生汇店),https://www.dianping.com/shop/k7Aaa33jHGtsUwGE,4.0,249,20,3.9,4.0,4.1,茶饮果汁,九龙山,广渠路合生汇负一楼B1-16号（霸王茶姬斜对面）,39.89988132,116.4859291,10:00-22:00,连锁,有团购,"青提油柑石榴, 黄皮青柠鲜果茶, 糯香青柠茶",果茶
